rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
10084	METTL4	methyltransferase like 4	1447	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10085	METTL5	methyltransferase like 5	695	151	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10086	METTL6	methyltransferase like 6	871	964	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10087	METTL7A	methyltransferase like 7A	739	638	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10088	METTL7B	methyltransferase like 7B	739	383	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10089	METTL8	methyltransferase like 8	1260	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10090	METTL9	methyltransferase like 9	973	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10091	MEX3A	mex-3 homolog A (C. elegans)	1567	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10092	MEX3C	mex-3 homolog C (C. elegans)	1984	78	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10093	MEX3D	mex-3 homolog D (C. elegans)	2021	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10094	MFAP1	microfibrillar-associated protein 1	1352	855	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10095	MFAP2	microfibrillar-associated protein 2	584	430	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10096	MFAP3	microfibrillar-associated protein 3	1093	176	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10097	MFAP3L	microfibrillar-associated protein 3-like	1234	388	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10098	MFAP4	microfibrillar-associated protein 4	790	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10099	MFAP5	microfibrillar associated protein 5	558	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10100	MFF	mitochondrial fission factor	1061	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10101	MFGE8	milk fat globule-EGF factor 8 protein	1192	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10102	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	3167	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10103	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	2478	430	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10104	MFN2	mitofusin 2	2342	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10105	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	1001	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10106	MFRP	membrane frizzled-related protein	1788	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10107	MFSD1	major facilitator superfamily domain containing 1	1607	640	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10108	MFSD10	major facilitator superfamily domain containing 10	1416	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10109	MFSD11	major facilitator superfamily domain containing 11	1402	206	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10110	MFSD2A	major facilitator superfamily domain containing 2A	1684	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10111	MFSD2B	major facilitator superfamily domain containing 2B	1542	375	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10112	MFSD3	major facilitator superfamily domain containing 3	1257	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10113	MFSD4	major facilitator superfamily domain containing 4	1583	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10114	MFSD5	major facilitator superfamily domain containing 5	1680	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10115	MFSD6L	major facilitator superfamily domain containing 6-like	1761	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10116	MFSD7	major facilitator superfamily domain containing 7	1785	873	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10117	MFSD8	major facilitator superfamily domain containing 8	1605	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10118	MFSD9	major facilitator superfamily domain containing 9	1447	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10119	MGAM	maltase-glucoamylase (alpha-glucosidase)	5762	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10120	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	1338	995	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10121	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	1344	171	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10122	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	1605	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10123	MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	1762	608	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10124	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	1849	272	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10125	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	2288	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10126	MGC26647	chromosome 7 open reading frame 62	764	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10127	MGC29506	marginal zone B and B1 cell-specific protein	584	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10128	MGC42105		1319	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10129	MGC70857	chromosome 8 open reading frame 82	659	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10130	MGC87042		1082	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10131	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	2811	124	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10132	MGLL	monoglyceride lipase	970	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10133	MGMT	O-6-methylguanine-DNA methyltransferase	735	200	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10134	MGP	matrix Gla protein	325	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10135	MGRN1	mahogunin, ring finger 1	1841	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10136	MGST1	microsomal glutathione S-transferase 1	480	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10137	MGST2	microsomal glutathione S-transferase 2	462	562	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10138	MGST3	microsomal glutathione S-transferase 3	479	347	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10139	MIA	melanoma inhibitory activity	410	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10140	MIA2	melanoma inhibitory activity 2	1985	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10141	MIA3	melanoma inhibitory activity family, member 3	5834	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10142	MIB1	mindbomb homolog 1 (Drosophila)	3101	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10143	MIB2	mindbomb homolog 2 (Drosophila)	3293	599	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10144	MICA	MHC class I polypeptide-related sequence A	1178	535	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10145	MICAL1	microtubule associated monoxygenase, calponin and LIM domain containing 1	3300	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10146	MICAL3	microtubule associated monoxygenase, calponin and LIM domain containing 3	6866	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10147	MICALCL	MICAL C-terminal like	2120	818	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10148	MICALL1	MICAL-like 1	2654	8	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10149	MICALL2	MICAL-like 2	2779	251	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10150	MICB	MHC class I polypeptide-related sequence B	1172	209	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10151	MID1	midline 1 (Opitz/BBB syndrome)	2040	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10152	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	552	153	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10153	MID2	midline 2	2244	377	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10154	MIDN	midnolin	1431	189	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10155	MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)	1903	616	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10156	MIER2	mesoderm induction early response 1, family member 2	1692	776	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10157	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	358	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10158	MIF4GD	MIF4G domain containing	795	638	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10159	MIIP	migration and invasion inhibitory protein	1203	634	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10160	MINA	MYC induced nuclear antigen	1434	807	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10161	MINK1	misshapen-like kinase 1 (zebrafish)	3890	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10162	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	1516	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10163	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)	2668	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10164	MIOX	myo-inositol oxygenase	894	299	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10165	MIP	major intrinsic protein of lens fiber	806	806	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10166	MIPEP	mitochondrial intermediate peptidase	2216	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10167	MIPOL1	mirror-image polydactyly 1	1373	786	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10168	MIS12	MIS12, MIND kinetochore complex component, homolog (yeast)	622	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10169	MITD1	MIT, microtubule interacting and transport, domain containing 1	776	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10170	MITF	microphthalmia-associated transcription factor	1836	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10171	MIXL1	Mix1 homeobox-like 1 (Xenopus laevis)	702	217	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10172	MKI67	antigen identified by monoclonal antibody Ki-67	9827	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10173	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	908	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10174	MKKS	McKusick-Kaufman syndrome	1727	580	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10175	MKL1	megakaryoblastic leukemia (translocation) 1	2844	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10176	MKL2	MKL/myocardin-like 2	3210	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10177	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	2313	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10178	MKNK1	MAP kinase interacting serine/threonine kinase 1	1446	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10179	MKNK2	MAP kinase interacting serine/threonine kinase 2	1543	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10180	MKRN1	makorin, ring finger protein, 1	1479	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10181	MKRN2	makorin, ring finger protein, 2	1281	427	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10182	MKRN3	makorin, ring finger protein, 3	1524	291	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10183	MKS1	Meckel syndrome, type 1	1804	217	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10184	MKX	mohawk homeobox	1083	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10185	MLANA	melan-A	373	236	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10186	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	1178	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10187	MLEC	malectin	895	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10188	MLF1	myeloid leukemia factor 1	835	175	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10189	MLF1IP	MLF1 interacting protein	1307	922	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10190	MLF2	myeloid leukemia factor 2	779	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10191	MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	2343	124	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10192	MLH3	mutL homolog 3 (E. coli)	4410	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10193	MLKL	mixed lineage kinase domain-like	1487	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10194	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	12052	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10195	MLL4	myeloid/lymphoid or mixed-lineage leukemia 2	8292	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10196	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	5677	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10197	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	1724	634	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10198	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	3174	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10199	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	277	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10200	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	1747	380	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10201	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	3360	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10202	MLN	motilin	364	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10203	MLNR	motilin receptor	1241	652	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10204	MLPH	melanophilin	1863	268	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10205	MLST8	MTOR associated protein, LST8 homolog (S. cerevisiae)	1013	314	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10206	MLX	MAX-like protein X	927	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10207	MLXIP	MLX interacting protein	2824	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10208	MLXIPL	MLX interacting protein-like	2625	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10209	MLYCD	malonyl-CoA decarboxylase	1500	276	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10210	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	1281	273	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10211	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	787	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10212	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	861	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10213	MMADHC	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria	919	256	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10214	MMD	monocyte to macrophage differentiation-associated	741	688	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10215	MMD2	monocyte to macrophage differentiation-associated 2	837	93	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10216	MME	membrane metallo-endopeptidase	2341	144	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10217	MMEL1	membrane metallo-endopeptidase-like 1	2434	439	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10218	MMGT1	membrane magnesium transporter 1	408	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10219	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	1450	458	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10220	MMP10	matrix metallopeptidase 10 (stromelysin 2)	1469	457	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10221	MMP11	matrix metallopeptidase 11 (stromelysin 3)	1497	439	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10222	MMP12	matrix metallopeptidase 12 (macrophage elastase)	1450	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10223	MMP13	matrix metallopeptidase 13 (collagenase 3)	1454	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10224	MMP14	matrix metallopeptidase 14 (membrane-inserted)	1785	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10225	MMP15	matrix metallopeptidase 15 (membrane-inserted)	2046	204	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10226	MMP16	matrix metallopeptidase 16 (membrane-inserted)	2014	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10227	MMP17	matrix metallopeptidase 17 (membrane-inserted)	1850	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10228	MMP19	matrix metallopeptidase 19	1559	388	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10229	MMP2	matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)	2036	567	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10230	MMP20	matrix metallopeptidase 20 (enamelysin)	1490	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10231	MMP21	matrix metallopeptidase 21	1734	452	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10232	MMP24	matrix metallopeptidase 24 (membrane-inserted)	1722	722	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10233	MMP26	matrix metallopeptidase 26	808	160	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10234	MMP27	matrix metallopeptidase 27	1582	327	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10235	MMP28	matrix metallopeptidase 28	1602	780	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10236	MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	1472	428	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10237	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	826	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10238	MMP8	matrix metallopeptidase 8 (neutrophil collagenase)	1442	327	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10239	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	2174	984	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10240	MMRN1	multimerin 1	3717	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10241	MMRN2	multimerin 2	2874	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10242	MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	3213	512	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10243	MN1	meningioma (disrupted in balanced translocation) 1	3967	135	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10244	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	958	742	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10245	MND1	meiotic nuclear divisions 1 homolog (S. cerevisiae)	648	979	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10246	MNS1	meiosis-specific nuclear structural 1	1524	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10247	MNT	MAX binding protein	1769	452	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10248	MNX1	motor neuron and pancreas homeobox 1	1271	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10249	MOAP1	modulator of apoptosis 1	1056	194	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10250	MOB2	MOB kinase activator 2	848	287	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10251	MOBKL1A	MOB1, Mps One Binder kinase activator-like 1A (yeast)	671	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10252	MOBKL1B	MOB1, Mps One Binder kinase activator-like 1B (yeast)	671	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10253	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)	662	624	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10254	MOBKL2B	MOB1, Mps One Binder kinase activator-like 2B (yeast)	659	301	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10255	MOBKL2C	MOB1, Mps One Binder kinase activator-like 2C (yeast)	821	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10256	MOBKL3	MOB1, Mps One Binder kinase activator-like 3 (yeast)	708	287	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10257	MOBP	myelin-associated oligodendrocyte basic protein	254	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10258	MOCOS	molybdenum cofactor sulfurase	2727	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10259	MOCS1	molybdenum cofactor synthesis 1	1319	382	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10260	MOCS2	molybdenum cofactor synthesis 2	780	495	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10261	MOCS3	molybdenum cofactor synthesis 3	1385	465	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10262	MOG	myelin oligodendrocyte glycoprotein	941	443	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10263	MOGAT1	monoacylglycerol O-acyltransferase 1	1032	732	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10264	MOGAT2	monoacylglycerol O-acyltransferase 2	1024	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10265	MOGAT3	monoacylglycerol O-acyltransferase 3	1050	441	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10266	MOGS	mannosyl-oligosaccharide glucosidase	2530	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10267	MON1A	MON1 homolog A (yeast)	1979	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10268	MON1B	MON1 homolog B (yeast)	1664	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10269	MON2	MON2 homolog (S. cerevisiae)	5290	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10270	MORC1	MORC family CW-type zinc finger 1	3065	226	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10271	MORC2	MORC family CW-type zinc finger 2	3005	134	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10272	MORC4	MORC family CW-type zinc finger 4	2878	148	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10273	MORF4	mortality factor 4	707	228	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10274	MORF4L1	mortality factor 4 like 1	1137	938	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10275	MORF4L2	mortality factor 4 like 2	871	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10276	MORN1	MORN repeat containing 1	1548	653	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10277	MORN3	MORN repeat containing 3	743	556	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10278	MORN4	MORN repeat containing 4	457	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10279	MORN5	MORN repeat containing 5	504	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10280	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	1040	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10281	MOSC1	MOCO sulphurase C-terminal domain containing 1	1038	339	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10282	MOSC2	MOCO sulphurase C-terminal domain containing 2	1036	339	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10283	MOSPD1	motile sperm domain containing 1	661	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10284	MOSPD2	motile sperm domain containing 2	1613	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10285	MOSPD3	motile sperm domain containing 3	728	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10286	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	3096	206	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10287	MOV10L1	Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)	3809	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10288	MOXD1	monooxygenase, DBH-like 1	1888	468	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10289	MPDU1	mannose-P-dolichol utilization defect 1	768	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10290	MPDZ	multiple PDZ domain protein	6304	309	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10291	MPEG1	macrophage expressed 1	2151	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10292	MPG	N-methylpurine-DNA glycosylase	939	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10293	MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	2088	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10294	MPHOSPH6	M-phase phosphoprotein 6	501	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10295	MPHOSPH8	M-phase phosphoprotein 8	2637	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10296	MPHOSPH9	M-phase phosphoprotein 9	3172	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10297	MPO	myeloperoxidase	2282	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10298	MPP1	membrane protein, palmitoylated 1, 55kDa	1459	405	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
